PER
12.03030303
12.33333333
12.33333333
13.39393939
13.66666667
14.23404255
14.38297872
14.51515152
14.54545455
14.54545455
14.75757576
14.78723404
14.93617021
14.9787234
14.9787234
15
15
15.08510638
15.10638298
15.10638298
15.12765957
15.23404255
15.23404255
15.27659574
15.27659574
15.29787234
15.31914894
15.31914894
15.36170213
15.38297872
15.42553191
15.45454545
15.5106383
15.53191489
15.58139535
15.61702128
15.64285714
15.69767442
15.69767442
15.74468085
15.74468085
15.74468085
15.76595745
15.76744186
15.85365854
15.89361702
16
16.02325581
16.06976744
16.06976744
16.07142857
16.08510638
16.09302326
16.10638298
16.11627907
16.11627907
16.14634146
16.14893617
16.1627907
16.18604651
16.19148936
16.2195122
16.2195122
16.23255814
16.23255814
16.25
16.25581395
16.25581395
16.27659574
16.27906977
16.27906977
16.27906977
16.29787234
16.30232558
16.31707317
16.31914894
16.34042553
16.34883721
16.34883721
16.34883721
16.36170213
16.36585366
16.37209302
16.37209302
16.3902439
16.3902439
16.39534884
16.40425532
16.41860465
16.41860465
16.42553191
16.43902439
16.46341463
16.46511628
16.48837209
16.53191489
16.53191489
16.58139535
16.58536585
16.58536585
16.59574468
16.61702128
16.61702128
16.61702128
16.63414634
16.63829787
16.66666667
16.6744186
16.68292683
16.70212766
16.70212766
16.7037037
16.72340426
16.72340426
16.74074074
16.74418605
16.75609756
16.76595769
16.7804878
16.80487805
16.80487805
16.80851064
16.80851064
16.81481481
16.85106383
16.86111111
16.86111111
16.88888889
16.88888889
16.89361702
16.89361702
16.93023256
16.93023256
16.95121951
16.95348837
16.95744681
16.96969697
16.97222222
16.97560976
17
17.03571429
17.03703704
17.04545455
17.04878049
17.07317073
17.07317073
17.07317073
17.07407407
17.13888889
17.14634146
17.15151515
17.17073171
17.17073171
17.17073171
17.17857143
17.17857143
17.19512195
17.19512195
17.19512195
17.2195122
17.24390244
17.24390244
17.26829268
17.26829268
17.27272727
17.29268293
17.29545455
17.31707317
17.31707317
17.31707317
17.3255814
17.33333333
17.34146341
17.34883721
17.36111111
17.36363636
17.36585366
17.36585366
17.37037037
17.39534884
17.39534884
17.40740741
17.41860465
17.42857143
17.43902439
17.43902439
17.43902439
17.43902439
17.43902439
17.43902439
17.46341463
17.47727273
17.47727273
17.48148148
17.48148148
17.48837209
17.5
17.5
17.5
17.5
17.5
17.51162791
17.51162791
17.51162791
17.51851852
17.55555556
17.55813953
17.56097561
17.56097561
17.59259259
17.6097561
17.61111111
17.62790698
17.63414634
17.63414634
17.65853659
17.65909091
17.66666667
17.6744186
17.67857143
17.67857143
17.69444444
17.69767442
17.70454545
17.70731707
17.72727273
17.73170732
17.73170732
17.73170732
17.74074074
17.74074074
17.74418605
17.74418605
17.75
17.75
17.75
17.75
17.75
17.75609756
17.75609756
17.76744186
17.77777778
17.7804878
17.79069767
17.79069767
17.79069767
17.80487805
17.80487805
17.80487805
17.80487805
17.80487805
17.80487805
17.80487805
17.80487805
17.81395349
17.81481481
17.81818182
17.83333333
17.83333333
17.85714286
17.85714286
17.85714286
17.86046512
17.86363636
17.87804878
17.88372093
17.88636364
17.88636364
17.88888889
17.89285714
17.90909091
17.92857143
17.95121951
17.96296296
18
18
18
18.02777778
18.02777778
18.03571429
18.03571429
18.03571429
18.04878049
18.05555556
18.07142857
18.07407407
18.07407407
18.09302326
18.10714286
18.11111111
18.14285714
18.14285714
18.14285714
18.14814815
18.17073171
18.17073171
18.17073171
18.17857143
18.18518519
18.20454545
18.20930233
18.21212121
18.21428571
18.25581395
18.26829268
18.27272727
18.27906977
18.29268293
18.30555556
18.31578947
18.31707317
18.32142857
18.33333333
18.33333333
18.33333333
18.34090909
18.37209302
18.40740741
18.40740741
18.40740741
18.40909091
18.40909091
18.40909091
18.40909091
18.41463415
18.42105263
18.42105263
18.45454545
18.46428571
18.47368421
18.48148148
18.51219512
18.51851852
18.52272727
18.52272727
18.52272727
18.52777778
18.53571429
18.53571429
18.53571429
18.53658537
18.53658537
18.53658537
18.55555556
18.55555556
18.55555556
18.56097561
18.56097561
18.58333333
18.58333333
18.59090909
18.59259259
18.60526316
18.61111111
18.61111111
18.62962963
18.62962963
18.63636364
18.63636364
18.63636364
18.63636364
18.64285714
18.66666667
18.66666667
18.67857143
18.68421053
18.6875
18.7037037
18.7037037
18.70454545
18.70731707
18.71428571
18.71875
18.73684211
18.75
18.75
18.75
18.75
18.77777778
18.77777778
18.7804878
18.7804878
18.78125
18.78125
18.78571429
18.78787879
18.79545455
18.79545455
18.81578947
18.81818182
18.82142857
18.82926829
18.84375
18.84375
18.84375
18.84375
18.86363636
18.86363636
18.875
18.875
18.875
18.88636364
18.88888889
18.88888889
18.88888889
18.89285714
18.90243902
18.90243902
18.92857143
18.92857143
18.97560976
18.97727273
18.97727273
19
19.02439024
19.02439024
19.05555556
19.0625
19.0625
19.0625
19.0625
19.0625
19.07142857
19.09090909
19.09756098
19.1025641
19.10714286
19.10714286
19.11111111
19.11363636
19.11363636
19.125
19.13636364
19.15625
19.15625
19.15625
19.15909091
19.18421053
19.19444444
19.2195122
19.24390244
19.25
19.28125
19.28571429
19.28571429
19.29545455
19.31818182
19.31818182
19.32142857
19.34090909
19.34210526
19.35714286
19.35897436
19.38888889
19.38888889
19.3902439
19.39473684
19.40625
19.42424242
19.4375
19.46428571
19.46428571
19.46428571
19.47222222
19.48717949
19.5
19.51219512
19.52272727
19.53125
19.53125
19.54545455
19.56410256
19.56818182
19.57142857
19.58536585
19.58974359
19.59090909
19.60526316
19.60714286
19.61111111
19.64285714
19.64285714
19.64285714
19.65625
19.65625
19.66666667
19.67857143
19.67857143
19.6875
19.6875
19.6875
19.6875
19.70731707
19.71875
19.74358974
19.75
19.76923077
19.76923077
19.80555556
19.80555556
19.80555556
19.80555556
19.82142857
19.83333333
19.83333333
19.84090909
19.84375
19.84375
19.84375
19.84375
19.86111111
19.86111111
19.86111111
19.86111111
19.86111111
19.86111111
19.875
19.875
19.88888889
19.89285714
19.89473684
19.90625
19.90625
19.91666667
19.92857143
19.94444444
19.97222222
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20.02564103
20.02777778
20.05555556
20.05555556
20.05555556
20.05555556
20.05555556
20.09375
20.13513514
20.13888889
20.13888889
20.15625
20.15789474
20.16666667
20.18518519
20.19512195
20.20512821
20.2195122
20.22222222
20.23076923
20.24390244
20.25
20.25
20.28571429
20.3076925
20.31578947
20.32142857
20.33333333
20.35483871
20.36111111
20.37037037
20.37037037
20.375
20.40740741
20.41025641
20.41025641
20.41666667
20.41666667
20.44444444
20.44444444
20.45945946
20.46341463
20.47222222
20.5
20.5
20.5
20.5
20.51282051
20.51282051
20.51282051
20.51612903
20.51612903
20.51851852
20.51851852
20.51851852
20.53846154
20.55555556
20.58333333
20.58974359
20.59259259
20.62962963
20.64102564
20.64102564
20.64102564
20.64516129
20.65789474
20.66666667
20.66666667
20.67741935
20.69444444
20.69444444
20.7037037
20.72222222
20.74074074
20.74193548
20.74358974
20.75
20.75675676
20.76923077
20.77777778
20.77777778
20.79487179
20.83870968
20.83870968
20.86842105
20.89285714
20.89473684
20.8974359
20.93548387
20.97297297
20.97435897
21
21
21
21
21.02564103
21.02564103
21.02564103
21.02564103
21.02564103
21.02564103
21.02631579
21.05128205
21.05263158
21.05263158
21.07894737
21.08333333
21.10714286
21.11111111
21.11111111
21.15384615
21.15384615
21.16129032
21.19354839
21.19354839
21.23076923
21.25
21.25641026
21.25641026
21.25641026
21.25806452
21.25925926
21.26315789
21.27777778
21.28205128
21.28205128
21.28571429
21.28947368
21.29032258
21.29032258
21.29032258
21.30769231
21.30769231
21.31578947
21.32258065
21.32432432
21.33333333
21.33333333
21.35897436
21.36363636
21.38461538
21.38709677
21.38888889
21.40540541
21.41025641
21.41025641
21.41935484
21.42857143
21.43589744
21.48148148
21.48387097
21.5
21.52777778
21.52777778
21.52777778
21.53846154
21.53846154
21.53846154
21.55263158
21.61290323
21.62162162
21.64864865
21.68421053
21.75675676
21.76315789
21.76923077
21.77419355
21.79487179
21.79487179
21.79487179
21.84210526
21.87878788
21.89285714
21.89285714
21.89473684
21.92105263
21.93548387
22
22.05128205
22.05263158
22.05263158
22.05263158
22.05555556
22.07692308
22.07894737
22.10526316
22.10526316
22.12820513
22.13513514
22.15789474
22.16666667
22.16666667
22.16666667
22.19354839
22.19354839
22.21621622
22.22222222
22.22580645
22.22580645
22.22580645
22.23684211
22.25
22.25
22.25
22.25
22.25
22.25806452
22.27027027
22.27272727
22.28571429
22.28947368
22.32142857
22.32432432
22.34210526
22.35135135
22.36111111
22.36842105
22.36842105
22.37837838
22.38636364
22.39473684
22.40909091
22.41666667
22.41935484
22.43243243
22.44736842
22.45454545
22.45945946
22.46428571
22.47222222
22.48484848
22.48648649
22.5
22.5
22.52631579
22.53571429
22.53846154
22.54545455
22.57894737
22.58064516
22.58064516
22.58064516
22.58064516
22.61111111
22.62162162
22.63157895
22.63157895
22.63888889
22.64102564
22.64864865
22.67567568
22.69444444
22.7027027
22.7027027
22.70454545
22.72727273
22.72727273
22.72727273
22.72727273
22.72727273
22.72727273
22.72727273
22.72972973
22.77272727
22.78947368
22.80645161
22.80645161
22.81081081
22.81818182
22.81818182
22.82051282
22.82051282
22.84615385
22.86111111
22.86363636
22.87179487
22.87179487
22.90322581
22.90322581
22.90909091
22.90909091
22.90909091
22.90909091
22.91666667
22.91666667
22.91891892
22.92307692
22.92307692
22.92857143
22.94444444
22.94594595
22.94871795
22.94871795
22.95454545
22.95454545
22.95454545
22.96774194
22.96774194
22.96774194
22.97297297
23
23
23
23
23
23
23
23.02325581
23.02777778
23.03225806
23.04545455
23.04545455
23.04545455
23.05128205
23.05555556
23.07692308
23.07692308
23.07692308
23.07692308
23.07692308
23.07692308
23.07692308
23.09090909
23.1025641
23.10810811
23.13513514
23.13636364
23.13636364
23.13636364
23.13636364
